reservation_date,market_name,ABW,MEDIA_DESC,resv,canx_resv,30_day_res,30_day_canx,7_day_res,7_day_canx
2020-02-24,Atlanta GA,0-1 Days,Search,33.0,0.0,33.0,0.0,33.0,0.0
2020-02-25,Atlanta GA,0-1 Days,Search,27.0,0.0,60.0,0.0,60.0,0.0
2020-02-26,Atlanta GA,0-1 Days,Search,31.0,0.0,91.0,0.0,91.0,0.0
2020-02-27,Atlanta GA,0-1 Days,Search,27.0,1.0,118.0,1.0,118.0,1.0
2020-02-28,Atlanta GA,0-1 Days,Search,44.0,3.0,162.0,4.0,162.0,4.0
2020-02-29,Atlanta GA,0-1 Days,Search,43.0,1.0,205.0,5.0,205.0,5.0
2020-03-01,Atlanta GA,0-1 Days,Search,30.0,3.0,235.0,8.0,235.0,8.0
2020-03-02,Atlanta GA,0-1 Days,Search,29.0,1.0,264.0,9.0,231.0,9.0
2020-03-03,Atlanta GA,0-1 Days,Search,29.0,2.0,293.0,11.0,233.0,11.0
2020-03-04,Atlanta GA,0-1 Days,Search,26.0,2.0,319.0,13.0,228.0,13.0
2020-03-05,Atlanta GA,0-1 Days,Search,19.0,0.0,338.0,13.0,220.0,12.0
2020-03-06,Atlanta GA,0-1 Days,Search,41.0,4.0,379.0,17.0,217.0,13.0
2020-03-07,Atlanta GA,0-1 Days,Search,50.0,2.0,429.0,19.0,224.0,14.0
2020-03-08,Atlanta GA,0-1 Days,Search,37.0,0.0,466.0,19.0,231.0,11.0
2020-03-09,Atlanta GA,0-1 Days,Search,33.0,1.0,499.0,20.0,235.0,11.0
2020-03-10,Atlanta GA,0-1 Days,Search,31.0,1.0,530.0,21.0,237.0,10.0
2020-03-11,Atlanta GA,0-1 Days,Search,30.0,1.0,560.0,22.0,241.0,9.0
2020-03-12,Atlanta GA,0-1 Days,Search,41.0,1.0,601.0,23.0,263.0,10.0
2020-03-13,Atlanta GA,0-1 Days,Search,44.0,2.0,645.0,25.0,266.0,8.0
2020-03-14,Atlanta GA,0-1 Days,Search,34.0,0.0,679.0,25.0,250.0,6.0
2020-03-15,Atlanta GA,0-1 Days,Search,38.0,1.0,717.0,26.0,251.0,7.0
2020-03-16,Atlanta GA,0-1 Days,Search,21.0,2.0,738.0,28.0,239.0,8.0
2020-03-17,Atlanta GA,0-1 Days,Search,4.0,0.0,742.0,28.0,212.0,7.0
2020-03-18,Atlanta GA,0-1 Days,Search,4.0,0.0,746.0,28.0,186.0,6.0
2020-03-19,Atlanta GA,0-1 Days,Search,6.0,2.0,752.0,30.0,151.0,7.0
2020-03-20,Atlanta GA,0-1 Days,Search,5.0,1.0,757.0,31.0,112.0,6.0
2020-03-21,Atlanta GA,0-1 Days,Search,1.0,0.0,758.0,31.0,79.0,6.0
2020-03-22,Atlanta GA,0-1 Days,Search,1.0,0.0,759.0,31.0,42.0,5.0
2020-03-24,Atlanta GA,0-1 Days,Search,1.0,1.0,760.0,32.0,22.0,4.0
2020-03-25,Atlanta GA,0-1 Days,Search,1.0,0.0,761.0,32.0,19.0,4.0
2020-03-26,Atlanta GA,0-1 Days,Search,1.0,0.0,729.0,32.0,16.0,4.0
2020-03-27,Atlanta GA,0-1 Days,Search,1.0,0.0,703.0,32.0,11.0,2.0
2020-03-29,Atlanta GA,0-1 Days,Search,1.0,0.0,673.0,32.0,7.0,1.0
2020-03-30,Atlanta GA,0-1 Days,Search,3.0,3.0,649.0,34.0,9.0,4.0
2020-03-31,Atlanta GA,0-1 Days,Search,1.0,0.0,606.0,31.0,9.0,4.0
2020-04-01,Atlanta GA,0-1 Days,Search,1.0,0.0,564.0,30.0,9.0,3.0
2020-04-02,Atlanta GA,0-1 Days,Search,3.0,1.0,537.0,28.0,11.0,4.0
2020-04-04,Atlanta GA,0-1 Days,Search,1.0,0.0,509.0,27.0,11.0,4.0
2020-04-05,Atlanta GA,0-1 Days,Search,1.0,0.0,481.0,25.0,11.0,4.0
2020-04-06,Atlanta GA,0-1 Days,Search,1.0,0.0,456.0,23.0,11.0,4.0
2020-04-07,Atlanta GA,0-1 Days,Search,1.0,0.0,438.0,23.0,9.0,1.0
2020-04-08,Atlanta GA,0-1 Days,Search,1.0,0.0,398.0,19.0,9.0,1.0
2020-04-09,Atlanta GA,0-1 Days,Search,1.0,0.0,349.0,17.0,9.0,1.0
2020-04-10,Atlanta GA,0-1 Days,Search,1.0,0.0,313.0,17.0,7.0,0.0
2020-04-12,Atlanta GA,0-1 Days,Search,1.0,0.0,281.0,16.0,7.0,0.0
2020-04-19,Atlanta GA,0-1 Days,Search,2.0,0.0,252.0,15.0,8.0,0.0
2020-04-28,Atlanta GA,0-1 Days,Search,2.0,0.0,224.0,14.0,9.0,0.0
2020-02-24,Atlanta GA,2-3 Days,Search,6.0,1.0,6.0,1.0,6.0,1.0
2020-02-25,Atlanta GA,2-3 Days,Search,3.0,0.0,9.0,1.0,9.0,1.0
2020-02-26,Atlanta GA,2-3 Days,Search,8.0,1.0,17.0,2.0,17.0,2.0
2020-02-27,Atlanta GA,2-3 Days,Search,9.0,0.0,26.0,2.0,26.0,2.0
2020-02-28,Atlanta GA,2-3 Days,Search,4.0,1.0,30.0,3.0,30.0,3.0
2020-02-29,Atlanta GA,2-3 Days,Search,2.0,0.0,32.0,3.0,32.0,3.0
2020-03-01,Atlanta GA,2-3 Days,Search,3.0,2.0,35.0,5.0,35.0,5.0
2020-03-02,Atlanta GA,2-3 Days,Search,4.0,0.0,39.0,5.0,33.0,4.0
2020-03-03,Atlanta GA,2-3 Days,Search,10.0,0.0,49.0,5.0,40.0,4.0
2020-03-04,Atlanta GA,2-3 Days,Search,11.0,0.0,60.0,5.0,43.0,3.0
2020-03-05,Atlanta GA,2-3 Days,Search,4.0,1.0,64.0,6.0,38.0,4.0
2020-03-06,Atlanta GA,2-3 Days,Search,6.0,0.0,70.0,6.0,40.0,3.0
2020-03-07,Atlanta GA,2-3 Days,Search,4.0,0.0,74.0,6.0,42.0,3.0
2020-03-08,Atlanta GA,2-3 Days,Search,3.0,0.0,77.0,6.0,42.0,1.0
2020-03-09,Atlanta GA,2-3 Days,Search,10.0,1.0,87.0,7.0,48.0,2.0
2020-03-10,Atlanta GA,2-3 Days,Search,6.0,3.0,93.0,10.0,44.0,5.0
2020-03-11,Atlanta GA,2-3 Days,Search,6.0,0.0,99.0,10.0,39.0,5.0
2020-03-12,Atlanta GA,2-3 Days,Search,4.0,0.0,103.0,10.0,39.0,4.0
2020-03-13,Atlanta GA,2-3 Days,Search,3.0,1.0,106.0,11.0,36.0,5.0
2020-03-14,Atlanta GA,2-3 Days,Search,8.0,2.0,114.0,13.0,40.0,7.0
2020-03-15,Atlanta GA,2-3 Days,Search,1.0,1.0,115.0,14.0,38.0,8.0
2020-03-16,Atlanta GA,2-3 Days,Search,5.0,0.0,120.0,14.0,33.0,7.0
2020-03-17,Atlanta GA,2-3 Days,Search,1.0,0.0,121.0,14.0,28.0,4.0
2020-03-19,Atlanta GA,2-3 Days,Search,1.0,0.0,122.0,14.0,23.0,4.0
2020-03-20,Atlanta GA,2-3 Days,Search,3.0,0.0,125.0,14.0,22.0,4.0
2020-03-23,Atlanta GA,2-3 Days,Search,1.0,1.0,126.0,15.0,20.0,4.0
2020-03-26,Atlanta GA,2-3 Days,Search,1.0,0.0,127.0,15.0,13.0,2.0
2020-04-03,Atlanta GA,2-3 Days,Search,1.0,0.0,128.0,15.0,13.0,1.0
2020-04-17,Atlanta GA,2-3 Days,Search,1.0,0.0,129.0,15.0,9.0,1.0
2020-04-28,Atlanta GA,2-3 Days,Search,1.0,0.0,130.0,15.0,9.0,1.0
2020-02-24,Atlanta GA,4-7 Days,Search,6.0,0.0,6.0,0.0,6.0,0.0
2020-02-25,Atlanta GA,4-7 Days,Search,11.0,2.0,17.0,2.0,17.0,2.0
2020-02-26,Atlanta GA,4-7 Days,Search,5.0,0.0,22.0,2.0,22.0,2.0
2020-02-27,Atlanta GA,4-7 Days,Search,4.0,0.0,26.0,2.0,26.0,2.0
2020-02-28,Atlanta GA,4-7 Days,Search,2.0,1.0,28.0,3.0,28.0,3.0
2020-02-29,Atlanta GA,4-7 Days,Search,4.0,2.0,32.0,5.0,32.0,5.0
2020-03-01,Atlanta GA,4-7 Days,Search,2.0,1.0,34.0,6.0,34.0,6.0
2020-03-02,Atlanta GA,4-7 Days,Search,5.0,1.0,39.0,7.0,33.0,7.0
2020-03-03,Atlanta GA,4-7 Days,Search,6.0,1.0,45.0,8.0,28.0,6.0
2020-03-04,Atlanta GA,4-7 Days,Search,7.0,1.0,52.0,9.0,30.0,7.0
2020-03-05,Atlanta GA,4-7 Days,Search,8.0,0.0,60.0,9.0,34.0,7.0
2020-03-06,Atlanta GA,4-7 Days,Search,8.0,2.0,68.0,11.0,40.0,8.0
2020-03-07,Atlanta GA,4-7 Days,Search,4.0,2.0,72.0,13.0,40.0,8.0
2020-03-08,Atlanta GA,4-7 Days,Search,10.0,5.0,82.0,18.0,48.0,12.0
2020-03-09,Atlanta GA,4-7 Days,Search,7.0,1.0,89.0,19.0,50.0,12.0
2020-03-10,Atlanta GA,4-7 Days,Search,9.0,5.0,98.0,24.0,53.0,16.0
2020-03-11,Atlanta GA,4-7 Days,Search,5.0,4.0,103.0,28.0,51.0,19.0
2020-03-12,Atlanta GA,4-7 Days,Search,1.0,0.0,104.0,28.0,44.0,19.0
2020-03-13,Atlanta GA,4-7 Days,Search,11.0,4.0,115.0,32.0,47.0,21.0
2020-03-14,Atlanta GA,4-7 Days,Search,1.0,1.0,116.0,33.0,44.0,20.0
2020-03-15,Atlanta GA,4-7 Days,Search,8.0,3.0,124.0,36.0,42.0,18.0
2020-03-16,Atlanta GA,4-7 Days,Search,5.0,2.0,129.0,38.0,40.0,19.0
2020-03-17,Atlanta GA,4-7 Days,Search,1.0,0.0,130.0,38.0,32.0,14.0
2020-03-19,Atlanta GA,4-7 Days,Search,1.0,0.0,131.0,38.0,28.0,10.0
2020-03-20,Atlanta GA,4-7 Days,Search,1.0,0.0,132.0,38.0,28.0,10.0
2020-03-24,Atlanta GA,4-7 Days,Search,2.0,1.0,134.0,39.0,19.0,7.0
2020-03-26,Atlanta GA,4-7 Days,Search,1.0,1.0,135.0,40.0,19.0,7.0
2020-03-30,Atlanta GA,4-7 Days,Search,1.0,0.0,136.0,40.0,12.0,4.0
2020-04-01,Atlanta GA,4-7 Days,Search,1.0,0.0,137.0,40.0,8.0,2.0
2020-04-06,Atlanta GA,4-7 Days,Search,1.0,1.0,138.0,41.0,8.0,3.0
2020-02-24,Atlanta GA,8-14 Days,Search,4.0,2.0,4.0,2.0,4.0,2.0
2020-02-25,Atlanta GA,8-14 Days,Search,2.0,0.0,6.0,2.0,6.0,2.0
2020-02-26,Atlanta GA,8-14 Days,Search,10.0,2.0,16.0,4.0,16.0,4.0
2020-02-27,Atlanta GA,8-14 Days,Search,9.0,2.0,25.0,6.0,25.0,6.0
2020-02-28,Atlanta GA,8-14 Days,Search,7.0,2.0,32.0,8.0,32.0,8.0
2020-02-29,Atlanta GA,8-14 Days,Search,9.0,3.0,41.0,11.0,41.0,11.0
2020-03-01,Atlanta GA,8-14 Days,Search,4.0,1.0,45.0,12.0,45.0,12.0
2020-03-02,Atlanta GA,8-14 Days,Search,8.0,4.0,53.0,16.0,49.0,14.0
2020-03-03,Atlanta GA,8-14 Days,Search,6.0,1.0,59.0,17.0,53.0,15.0
2020-03-04,Atlanta GA,8-14 Days,Search,9.0,5.0,68.0,22.0,52.0,18.0
2020-03-05,Atlanta GA,8-14 Days,Search,6.0,4.0,74.0,26.0,49.0,20.0
2020-03-06,Atlanta GA,8-14 Days,Search,6.0,3.0,80.0,29.0,48.0,21.0
2020-03-07,Atlanta GA,8-14 Days,Search,9.0,6.0,89.0,35.0,48.0,24.0
2020-03-08,Atlanta GA,8-14 Days,Search,4.0,2.0,93.0,37.0,48.0,25.0
2020-03-09,Atlanta GA,8-14 Days,Search,9.0,3.0,102.0,40.0,49.0,24.0
2020-03-10,Atlanta GA,8-14 Days,Search,4.0,3.0,106.0,43.0,47.0,26.0
2020-03-11,Atlanta GA,8-14 Days,Search,6.0,4.0,112.0,47.0,44.0,25.0
2020-03-12,Atlanta GA,8-14 Days,Search,2.0,2.0,114.0,49.0,40.0,23.0
2020-03-13,Atlanta GA,8-14 Days,Search,3.0,2.0,117.0,51.0,37.0,22.0
2020-03-14,Atlanta GA,8-14 Days,Search,2.0,2.0,119.0,53.0,30.0,18.0
2020-03-15,Atlanta GA,8-14 Days,Search,6.0,6.0,125.0,59.0,32.0,22.0
2020-03-16,Atlanta GA,8-14 Days,Search,1.0,1.0,126.0,60.0,24.0,20.0
2020-03-17,Atlanta GA,8-14 Days,Search,2.0,0.0,128.0,60.0,22.0,17.0
2020-03-19,Atlanta GA,8-14 Days,Search,1.0,0.0,129.0,60.0,17.0,13.0
2020-04-03,Atlanta GA,8-14 Days,Search,1.0,0.0,130.0,60.0,16.0,11.0
2020-02-24,Atlanta GA,15+ Days,Search,22.0,12.0,22.0,12.0,22.0,12.0
2020-02-25,Atlanta GA,15+ Days,Search,24.0,21.0,46.0,33.0,46.0,33.0
2020-02-26,Atlanta GA,15+ Days,Search,19.0,8.0,65.0,41.0,65.0,41.0
2020-02-27,Atlanta GA,15+ Days,Search,121.0,28.0,186.0,69.0,186.0,69.0
2020-02-28,Atlanta GA,15+ Days,Search,25.0,17.0,211.0,86.0,211.0,86.0
2020-02-29,Atlanta GA,15+ Days,Search,9.0,6.0,220.0,92.0,220.0,92.0
2020-03-01,Atlanta GA,15+ Days,Search,13.0,7.0,233.0,99.0,233.0,99.0
2020-03-02,Atlanta GA,15+ Days,Search,25.0,17.0,258.0,116.0,236.0,104.0
2020-03-03,Atlanta GA,15+ Days,Search,15.0,10.0,273.0,126.0,227.0,93.0
2020-03-04,Atlanta GA,15+ Days,Search,34.0,24.0,307.0,150.0,242.0,109.0
2020-03-05,Atlanta GA,15+ Days,Search,27.0,14.0,334.0,164.0,148.0,95.0
2020-03-06,Atlanta GA,15+ Days,Search,20.0,16.0,354.0,180.0,143.0,94.0
2020-03-07,Atlanta GA,15+ Days,Search,9.0,5.0,363.0,185.0,143.0,93.0
2020-03-08,Atlanta GA,15+ Days,Search,13.0,8.0,376.0,193.0,143.0,94.0
2020-03-09,Atlanta GA,15+ Days,Search,20.0,13.0,396.0,206.0,138.0,90.0
2020-03-10,Atlanta GA,15+ Days,Search,11.0,8.0,407.0,214.0,134.0,88.0
2020-03-11,Atlanta GA,15+ Days,Search,11.0,8.0,418.0,222.0,111.0,72.0
2020-03-12,Atlanta GA,15+ Days,Search,13.0,10.0,431.0,232.0,97.0,68.0
2020-03-13,Atlanta GA,15+ Days,Search,8.0,4.0,439.0,236.0,85.0,56.0
2020-03-14,Atlanta GA,15+ Days,Search,9.0,4.0,448.0,240.0,85.0,55.0
2020-03-15,Atlanta GA,15+ Days,Search,8.0,4.0,456.0,244.0,80.0,51.0
2020-03-16,Atlanta GA,15+ Days,Search,5.0,0.0,461.0,244.0,65.0,38.0
2020-03-24,Atlanta GA,15+ Days,Search,1.0,1.0,462.0,245.0,55.0,31.0
2020-03-25,Atlanta GA,15+ Days,Search,2.0,1.0,464.0,246.0,46.0,24.0
2020-03-29,Atlanta GA,15+ Days,Search,1.0,1.0,465.0,247.0,34.0,15.0
2020-03-31,Atlanta GA,15+ Days,Search,1.0,0.0,466.0,247.0,27.0,11.0
2020-04-06,Atlanta GA,15+ Days,Search,1.0,0.0,467.0,247.0,19.0,7.0
2020-04-18,Atlanta GA,15+ Days,Search,1.0,0.0,468.0,247.0,12.0,3.0
2020-04-22,Atlanta GA,15+ Days,Search,1.0,0.0,469.0,247.0,8.0,3.0
2020-02-24,Denver CO,0-1 Days,Search,12.0,0.0,12.0,0.0,12.0,0.0
2020-02-25,Denver CO,0-1 Days,Search,12.0,0.0,24.0,0.0,24.0,0.0
2020-02-26,Denver CO,0-1 Days,Search,9.0,0.0,33.0,0.0,33.0,0.0
2020-02-27,Denver CO,0-1 Days,Search,14.0,0.0,47.0,0.0,47.0,0.0
2020-02-28,Denver CO,0-1 Days,Search,10.0,0.0,57.0,0.0,57.0,0.0
2020-02-29,Denver CO,0-1 Days,Search,8.0,0.0,65.0,0.0,65.0,0.0
2020-03-01,Denver CO,0-1 Days,Search,14.0,0.0,79.0,0.0,79.0,0.0
2020-03-02,Denver CO,0-1 Days,Search,12.0,0.0,91.0,0.0,79.0,0.0
2020-03-03,Denver CO,0-1 Days,Search,14.0,0.0,105.0,0.0,81.0,0.0
2020-03-04,Denver CO,0-1 Days,Search,13.0,1.0,118.0,1.0,85.0,1.0
2020-03-05,Denver CO,0-1 Days,Search,11.0,0.0,129.0,1.0,82.0,1.0
2020-03-06,Denver CO,0-1 Days,Search,17.0,0.0,146.0,1.0,89.0,1.0
2020-03-07,Denver CO,0-1 Days,Search,13.0,0.0,159.0,1.0,94.0,1.0
2020-03-08,Denver CO,0-1 Days,Search,14.0,0.0,173.0,1.0,94.0,1.0
2020-03-09,Denver CO,0-1 Days,Search,13.0,2.0,186.0,3.0,95.0,3.0
2020-03-10,Denver CO,0-1 Days,Search,21.0,1.0,207.0,4.0,102.0,4.0
2020-03-11,Denver CO,0-1 Days,Search,11.0,0.0,218.0,4.0,100.0,3.0
2020-03-12,Denver CO,0-1 Days,Search,21.0,1.0,239.0,5.0,110.0,4.0
2020-03-13,Denver CO,0-1 Days,Search,19.0,2.0,258.0,7.0,112.0,6.0
2020-03-14,Denver CO,0-1 Days,Search,12.0,2.0,270.0,9.0,111.0,8.0
2020-03-15,Denver CO,0-1 Days,Search,17.0,0.0,287.0,9.0,114.0,8.0
2020-03-16,Denver CO,0-1 Days,Search,11.0,0.0,298.0,9.0,112.0,6.0
2020-03-18,Denver CO,0-1 Days,Search,6.0,0.0,304.0,9.0,97.0,5.0
2020-03-19,Denver CO,0-1 Days,Search,2.0,0.0,306.0,9.0,88.0,5.0
2020-03-20,Denver CO,0-1 Days,Search,1.0,0.0,307.0,9.0,68.0,4.0
2020-03-21,Denver CO,0-1 Days,Search,2.0,0.0,309.0,9.0,51.0,2.0
2020-03-22,Denver CO,0-1 Days,Search,1.0,0.0,310.0,9.0,40.0,0.0
2020-03-23,Denver CO,0-1 Days,Search,4.0,0.0,314.0,9.0,27.0,0.0
2020-03-26,Denver CO,0-1 Days,Search,1.0,0.0,315.0,9.0,17.0,0.0
2020-03-27,Denver CO,0-1 Days,Search,1.0,0.0,316.0,9.0,12.0,0.0
2020-03-28,Denver CO,0-1 Days,Search,1.0,0.0,305.0,9.0,11.0,0.0
2020-03-30,Denver CO,0-1 Days,Search,1.0,0.0,294.0,9.0,11.0,0.0
2020-04-02,Denver CO,0-1 Days,Search,1.0,0.0,286.0,9.0,10.0,0.0
2020-04-05,Denver CO,0-1 Days,Search,1.0,0.0,273.0,9.0,10.0,0.0
2020-04-07,Denver CO,0-1 Days,Search,1.0,0.0,264.0,9.0,7.0,0.0
2020-04-16,Denver CO,0-1 Days,Search,1.0,0.0,257.0,9.0,7.0,0.0
2020-04-25,Denver CO,0-1 Days,Search,1.0,0.0,244.0,9.0,7.0,0.0
2020-02-24,Denver CO,2-3 Days,Search,1.0,0.0,1.0,0.0,1.0,0.0
2020-02-25,Denver CO,2-3 Days,Search,3.0,0.0,4.0,0.0,4.0,0.0
2020-02-26,Denver CO,2-3 Days,Search,2.0,0.0,6.0,0.0,6.0,0.0
2020-02-27,Denver CO,2-3 Days,Search,3.0,0.0,9.0,0.0,9.0,0.0
2020-02-28,Denver CO,2-3 Days,Search,2.0,0.0,11.0,0.0,11.0,0.0
2020-02-29,Denver CO,2-3 Days,Search,1.0,0.0,12.0,0.0,12.0,0.0
2020-03-01,Denver CO,2-3 Days,Search,2.0,0.0,14.0,0.0,14.0,0.0
2020-03-02,Denver CO,2-3 Days,Search,2.0,0.0,16.0,0.0,15.0,0.0
2020-03-03,Denver CO,2-3 Days,Search,5.0,0.0,21.0,0.0,17.0,0.0
2020-03-04,Denver CO,2-3 Days,Search,5.0,0.0,26.0,0.0,20.0,0.0
2020-03-05,Denver CO,2-3 Days,Search,3.0,0.0,29.0,0.0,20.0,0.0
2020-03-06,Denver CO,2-3 Days,Search,1.0,0.0,30.0,0.0,19.0,0.0
2020-03-07,Denver CO,2-3 Days,Search,1.0,0.0,31.0,0.0,19.0,0.0
2020-03-08,Denver CO,2-3 Days,Search,2.0,0.0,33.0,0.0,19.0,0.0
2020-03-09,Denver CO,2-3 Days,Search,3.0,2.0,36.0,2.0,20.0,2.0
2020-03-10,Denver CO,2-3 Days,Search,6.0,0.0,42.0,2.0,21.0,2.0
2020-03-11,Denver CO,2-3 Days,Search,1.0,0.0,43.0,2.0,17.0,2.0
2020-03-12,Denver CO,2-3 Days,Search,5.0,1.0,48.0,3.0,19.0,3.0
2020-03-13,Denver CO,2-3 Days,Search,4.0,0.0,52.0,3.0,22.0,3.0
2020-03-14,Denver CO,2-3 Days,Search,5.0,1.0,57.0,4.0,26.0,4.0
2020-03-15,Denver CO,2-3 Days,Search,2.0,0.0,59.0,4.0,26.0,4.0
2020-03-26,Denver CO,2-3 Days,Search,3.0,0.0,62.0,4.0,26.0,2.0
2020-04-28,Denver CO,2-3 Days,Search,1.0,0.0,63.0,4.0,21.0,2.0
2020-02-24,Denver CO,4-7 Days,Search,4.0,1.0,4.0,1.0,4.0,1.0
2020-02-25,Denver CO,4-7 Days,Search,2.0,0.0,6.0,1.0,6.0,1.0
2020-02-26,Denver CO,4-7 Days,Search,5.0,0.0,11.0,1.0,11.0,1.0
2020-02-27,Denver CO,4-7 Days,Search,3.0,0.0,14.0,1.0,14.0,1.0
2020-02-28,Denver CO,4-7 Days,Search,3.0,0.0,17.0,1.0,17.0,1.0
2020-02-29,Denver CO,4-7 Days,Search,2.0,0.0,19.0,1.0,19.0,1.0
2020-03-01,Denver CO,4-7 Days,Search,7.0,0.0,26.0,1.0,26.0,1.0
2020-03-02,Denver CO,4-7 Days,Search,6.0,0.0,32.0,1.0,28.0,0.0
2020-03-03,Denver CO,4-7 Days,Search,4.0,0.0,36.0,1.0,30.0,0.0
2020-03-04,Denver CO,4-7 Days,Search,3.0,0.0,39.0,1.0,28.0,0.0
2020-03-05,Denver CO,4-7 Days,Search,6.0,0.0,45.0,1.0,31.0,0.0
2020-03-06,Denver CO,4-7 Days,Search,1.0,1.0,46.0,2.0,29.0,1.0
2020-03-07,Denver CO,4-7 Days,Search,5.0,2.0,51.0,4.0,32.0,3.0
2020-03-08,Denver CO,4-7 Days,Search,4.0,0.0,55.0,4.0,29.0,3.0
2020-03-09,Denver CO,4-7 Days,Search,6.0,1.0,61.0,5.0,29.0,4.0
2020-03-10,Denver CO,4-7 Days,Search,3.0,2.0,64.0,7.0,28.0,6.0
2020-03-11,Denver CO,4-7 Days,Search,2.0,1.0,66.0,8.0,27.0,7.0
2020-03-12,Denver CO,4-7 Days,Search,2.0,1.0,68.0,9.0,23.0,8.0
2020-03-15,Denver CO,4-7 Days,Search,3.0,0.0,71.0,9.0,25.0,7.0
2020-02-25,Denver CO,8-14 Days,Search,6.0,0.0,6.0,0.0,6.0,0.0
2020-02-26,Denver CO,8-14 Days,Search,5.0,0.0,11.0,0.0,11.0,0.0
2020-02-27,Denver CO,8-14 Days,Search,5.0,0.0,16.0,0.0,16.0,0.0
2020-02-28,Denver CO,8-14 Days,Search,4.0,1.0,20.0,1.0,20.0,1.0
2020-02-29,Denver CO,8-14 Days,Search,2.0,0.0,22.0,1.0,22.0,1.0
2020-03-01,Denver CO,8-14 Days,Search,2.0,0.0,24.0,1.0,24.0,1.0
2020-03-02,Denver CO,8-14 Days,Search,5.0,0.0,29.0,1.0,29.0,1.0
2020-03-03,Denver CO,8-14 Days,Search,4.0,1.0,33.0,2.0,27.0,2.0
2020-03-04,Denver CO,8-14 Days,Search,6.0,1.0,39.0,3.0,28.0,3.0
2020-03-05,Denver CO,8-14 Days,Search,1.0,1.0,40.0,4.0,24.0,4.0
2020-03-06,Denver CO,8-14 Days,Search,7.0,5.0,47.0,9.0,27.0,8.0
2020-03-07,Denver CO,8-14 Days,Search,1.0,1.0,48.0,10.0,26.0,9.0
2020-03-08,Denver CO,8-14 Days,Search,3.0,1.0,51.0,11.0,27.0,10.0
2020-03-09,Denver CO,8-14 Days,Search,5.0,3.0,56.0,14.0,27.0,13.0
2020-03-11,Denver CO,8-14 Days,Search,1.0,1.0,57.0,15.0,24.0,13.0
2020-03-12,Denver CO,8-14 Days,Search,2.0,2.0,59.0,17.0,20.0,14.0
2020-03-14,Denver CO,8-14 Days,Search,2.0,2.0,61.0,19.0,21.0,15.0
2020-03-15,Denver CO,8-14 Days,Search,2.0,2.0,63.0,21.0,16.0,12.0
2020-04-19,Denver CO,8-14 Days,Search,1.0,0.0,64.0,21.0,16.0,11.0
2020-02-24,Denver CO,15+ Days,Search,12.0,4.0,12.0,4.0,12.0,4.0
2020-02-25,Denver CO,15+ Days,Search,16.0,11.0,28.0,15.0,28.0,15.0
2020-02-26,Denver CO,15+ Days,Search,6.0,3.0,34.0,18.0,34.0,18.0
2020-02-27,Denver CO,15+ Days,Search,7.0,6.0,41.0,24.0,41.0,24.0
2020-02-28,Denver CO,15+ Days,Search,7.0,6.0,48.0,30.0,48.0,30.0
2020-02-29,Denver CO,15+ Days,Search,12.0,9.0,60.0,39.0,60.0,39.0
2020-03-01,Denver CO,15+ Days,Search,12.0,9.0,72.0,48.0,72.0,48.0
2020-03-02,Denver CO,15+ Days,Search,13.0,5.0,85.0,53.0,73.0,49.0
2020-03-03,Denver CO,15+ Days,Search,13.0,4.0,98.0,57.0,70.0,42.0
2020-03-04,Denver CO,15+ Days,Search,6.0,3.0,104.0,60.0,70.0,42.0
2020-03-05,Denver CO,15+ Days,Search,7.0,5.0,111.0,65.0,70.0,41.0
2020-03-06,Denver CO,15+ Days,Search,13.0,3.0,124.0,68.0,76.0,38.0
2020-03-07,Denver CO,15+ Days,Search,6.0,4.0,130.0,72.0,70.0,33.0
2020-03-08,Denver CO,15+ Days,Search,3.0,3.0,133.0,75.0,61.0,27.0
2020-03-09,Denver CO,15+ Days,Search,6.0,3.0,139.0,78.0,54.0,25.0
2020-03-10,Denver CO,15+ Days,Search,14.0,9.0,153.0,87.0,55.0,30.0
2020-03-11,Denver CO,15+ Days,Search,12.0,7.0,165.0,94.0,61.0,34.0
2020-03-12,Denver CO,15+ Days,Search,2.0,1.0,167.0,95.0,56.0,30.0
2020-03-13,Denver CO,15+ Days,Search,8.0,4.0,175.0,99.0,51.0,31.0
2020-03-14,Denver CO,15+ Days,Search,5.0,3.0,180.0,102.0,50.0,30.0
2020-03-15,Denver CO,15+ Days,Search,2.0,1.0,182.0,103.0,49.0,28.0
2020-03-16,Denver CO,15+ Days,Search,4.0,1.0,186.0,104.0,47.0,26.0
2020-03-17,Denver CO,15+ Days,Search,2.0,0.0,188.0,104.0,35.0,17.0
2020-03-18,Denver CO,15+ Days,Search,1.0,0.0,189.0,104.0,24.0,10.0
2020-03-24,Denver CO,15+ Days,Search,1.0,0.0,190.0,104.0,23.0,9.0
2020-03-25,Denver CO,15+ Days,Search,1.0,0.0,191.0,104.0,16.0,5.0
2020-03-28,Denver CO,15+ Days,Search,1.0,1.0,192.0,105.0,12.0,3.0
2020-04-07,Denver CO,15+ Days,Search,1.0,0.0,193.0,105.0,11.0,2.0
2020-04-12,Denver CO,15+ Days,Search,1.0,1.0,194.0,106.0,8.0,2.0
2020-04-13,Denver CO,15+ Days,Search,2.0,1.0,196.0,107.0,8.0,3.0
2020-04-15,Denver CO,15+ Days,Search,1.0,0.0,185.0,103.0,8.0,3.0
2020-04-18,Denver CO,15+ Days,Search,1.0,0.0,170.0,92.0,8.0,3.0
