reservation_date,market_name,ABW,MEDIA_DESC,resv,canx_resv,30_day_res,30_day_canx,7_day_res,7_day_canx
2020-03-18,San Diego CA,15+ Days,Search,1.0,1.0,149.0,94.0,30.0,19.0
2020-03-26,San Diego CA,15+ Days,Search,1.0,0.0,150.0,94.0,18.0,12.0
2020-03-30,San Diego CA,15+ Days,Search,1.0,1.0,151.0,95.0,10.0,6.0
2020-04-01,San Diego CA,15+ Days,Search,1.0,0.0,152.0,95.0,7.0,4.0
2020-04-02,San Diego CA,15+ Days,Search,1.0,0.0,153.0,95.0,7.0,4.0
2020-04-20,San Diego CA,15+ Days,Search,1.0,0.0,154.0,95.0,7.0,3.0
2020-02-24,Portland OR,0-1 Days,Search,14.0,1.0,14.0,1.0,14.0,1.0
2020-02-25,Portland OR,0-1 Days,Search,6.0,0.0,20.0,1.0,20.0,1.0
2020-02-26,Portland OR,0-1 Days,Search,12.0,0.0,32.0,1.0,32.0,1.0
2020-02-27,Portland OR,0-1 Days,Search,11.0,0.0,43.0,1.0,43.0,1.0
2020-02-28,Portland OR,0-1 Days,Search,5.0,0.0,48.0,1.0,48.0,1.0
2020-02-29,Portland OR,0-1 Days,Search,11.0,2.0,59.0,3.0,59.0,3.0
2020-03-01,Portland OR,0-1 Days,Search,6.0,0.0,65.0,3.0,65.0,3.0
2020-03-02,Portland OR,0-1 Days,Search,7.0,0.0,72.0,3.0,58.0,2.0
2020-03-03,Portland OR,0-1 Days,Search,5.0,0.0,77.0,3.0,57.0,2.0
2020-03-04,Portland OR,0-1 Days,Search,4.0,0.0,81.0,3.0,49.0,2.0
2020-03-05,Portland OR,0-1 Days,Search,3.0,0.0,84.0,3.0,41.0,2.0
2020-03-06,Portland OR,0-1 Days,Search,11.0,2.0,95.0,5.0,47.0,4.0
2020-03-07,Portland OR,0-1 Days,Search,4.0,0.0,99.0,5.0,40.0,2.0
2020-03-08,Portland OR,0-1 Days,Search,10.0,0.0,109.0,5.0,44.0,2.0
2020-03-09,Portland OR,0-1 Days,Search,12.0,1.0,121.0,6.0,49.0,3.0
2020-03-10,Portland OR,0-1 Days,Search,7.0,0.0,128.0,6.0,51.0,3.0
2020-03-11,Portland OR,0-1 Days,Search,12.0,2.0,140.0,8.0,59.0,5.0
2020-03-12,Portland OR,0-1 Days,Search,12.0,1.0,152.0,9.0,68.0,6.0
2020-03-13,Portland OR,0-1 Days,Search,9.0,2.0,161.0,11.0,66.0,6.0
2020-03-14,Portland OR,0-1 Days,Search,9.0,0.0,170.0,11.0,71.0,6.0
2020-03-15,Portland OR,0-1 Days,Search,7.0,1.0,177.0,12.0,68.0,7.0
2020-03-16,Portland OR,0-1 Days,Search,4.0,1.0,181.0,13.0,60.0,7.0
2020-03-17,Portland OR,0-1 Days,Search,1.0,0.0,182.0,13.0,54.0,7.0
2020-03-20,Portland OR,0-1 Days,Search,1.0,0.0,183.0,13.0,43.0,5.0
2020-03-21,Portland OR,0-1 Days,Search,1.0,0.0,184.0,13.0,32.0,4.0
2020-03-25,Portland OR,0-1 Days,Search,1.0,0.0,185.0,13.0,24.0,2.0
2020-03-27,Portland OR,0-1 Days,Search,1.0,0.0,186.0,13.0,16.0,2.0
2020-03-28,Portland OR,0-1 Days,Search,1.0,0.0,187.0,13.0,10.0,1.0
2020-04-03,Portland OR,0-1 Days,Search,1.0,0.0,188.0,13.0,7.0,0.0
2020-04-04,Portland OR,0-1 Days,Search,1.0,0.0,189.0,13.0,7.0,0.0
2020-04-08,Portland OR,0-1 Days,Search,1.0,0.0,176.0,12.0,7.0,0.0
2020-04-23,Portland OR,0-1 Days,Search,1.0,0.0,171.0,12.0,7.0,0.0
2020-04-27,Portland OR,0-1 Days,Search,1.0,0.0,160.0,12.0,7.0,0.0
2020-02-24,Portland OR,2-3 Days,Search,6.0,1.0,6.0,1.0,6.0,1.0
2020-02-25,Portland OR,2-3 Days,Search,4.0,0.0,10.0,1.0,10.0,1.0
2020-02-26,Portland OR,2-3 Days,Search,3.0,2.0,13.0,3.0,13.0,3.0
2020-02-27,Portland OR,2-3 Days,Search,2.0,0.0,15.0,3.0,15.0,3.0
2020-02-28,Portland OR,2-3 Days,Search,2.0,1.0,17.0,4.0,17.0,4.0
2020-02-29,Portland OR,2-3 Days,Search,2.0,0.0,19.0,4.0,19.0,4.0
2020-03-01,Portland OR,2-3 Days,Search,2.0,0.0,21.0,4.0,21.0,4.0
2020-03-02,Portland OR,2-3 Days,Search,1.0,0.0,22.0,4.0,16.0,3.0
2020-03-04,Portland OR,2-3 Days,Search,5.0,1.0,27.0,5.0,17.0,4.0
2020-03-06,Portland OR,2-3 Days,Search,5.0,0.0,32.0,5.0,19.0,2.0
2020-03-07,Portland OR,2-3 Days,Search,1.0,0.0,33.0,5.0,18.0,2.0
2020-03-08,Portland OR,2-3 Days,Search,4.0,0.0,37.0,5.0,20.0,1.0
2020-03-10,Portland OR,2-3 Days,Search,3.0,0.0,40.0,5.0,21.0,1.0
2020-03-11,Portland OR,2-3 Days,Search,4.0,0.0,44.0,5.0,23.0,1.0
2020-03-12,Portland OR,2-3 Days,Search,1.0,0.0,45.0,5.0,23.0,1.0
2020-03-13,Portland OR,2-3 Days,Search,1.0,0.0,46.0,5.0,19.0,0.0
2020-03-15,Portland OR,2-3 Days,Search,1.0,1.0,47.0,6.0,15.0,1.0
2020-03-25,Portland OR,2-3 Days,Search,1.0,0.0,48.0,6.0,15.0,1.0
2020-02-24,Portland OR,4-7 Days,Search,4.0,0.0,4.0,0.0,4.0,0.0
2020-02-25,Portland OR,4-7 Days,Search,3.0,1.0,7.0,1.0,7.0,1.0
2020-02-26,Portland OR,4-7 Days,Search,4.0,0.0,11.0,1.0,11.0,1.0
2020-02-27,Portland OR,4-7 Days,Search,4.0,0.0,15.0,1.0,15.0,1.0
2020-02-28,Portland OR,4-7 Days,Search,3.0,1.0,18.0,2.0,18.0,2.0
2020-02-29,Portland OR,4-7 Days,Search,2.0,0.0,20.0,2.0,20.0,2.0
2020-03-01,Portland OR,4-7 Days,Search,1.0,0.0,21.0,2.0,21.0,2.0
2020-03-02,Portland OR,4-7 Days,Search,4.0,1.0,25.0,3.0,21.0,3.0
2020-03-03,Portland OR,4-7 Days,Search,3.0,1.0,28.0,4.0,21.0,3.0
2020-03-04,Portland OR,4-7 Days,Search,5.0,1.0,33.0,5.0,22.0,4.0
2020-03-05,Portland OR,4-7 Days,Search,6.0,0.0,39.0,5.0,24.0,4.0
2020-03-06,Portland OR,4-7 Days,Search,2.0,1.0,41.0,6.0,23.0,4.0
2020-03-07,Portland OR,4-7 Days,Search,8.0,3.0,49.0,9.0,29.0,7.0
2020-03-08,Portland OR,4-7 Days,Search,1.0,1.0,50.0,10.0,29.0,8.0
2020-03-09,Portland OR,4-7 Days,Search,2.0,1.0,52.0,11.0,27.0,8.0
2020-03-10,Portland OR,4-7 Days,Search,4.0,3.0,56.0,14.0,28.0,10.0
2020-03-11,Portland OR,4-7 Days,Search,6.0,4.0,62.0,18.0,29.0,13.0
2020-03-12,Portland OR,4-7 Days,Search,3.0,1.0,65.0,19.0,26.0,14.0
2020-03-13,Portland OR,4-7 Days,Search,1.0,0.0,66.0,19.0,25.0,13.0
2020-03-14,Portland OR,4-7 Days,Search,1.0,0.0,67.0,19.0,18.0,10.0
2020-03-16,Portland OR,4-7 Days,Search,1.0,1.0,68.0,20.0,18.0,10.0
2020-03-30,Portland OR,4-7 Days,Search,1.0,0.0,69.0,20.0,17.0,9.0
2020-02-24,Portland OR,8-14 Days,Search,1.0,0.0,1.0,0.0,1.0,0.0
2020-02-25,Portland OR,8-14 Days,Search,1.0,0.0,2.0,0.0,2.0,0.0
2020-02-26,Portland OR,8-14 Days,Search,2.0,0.0,4.0,0.0,4.0,0.0
2020-02-27,Portland OR,8-14 Days,Search,2.0,0.0,6.0,0.0,6.0,0.0
2020-02-28,Portland OR,8-14 Days,Search,3.0,0.0,9.0,0.0,9.0,0.0
2020-02-29,Portland OR,8-14 Days,Search,1.0,0.0,10.0,0.0,10.0,0.0
2020-03-01,Portland OR,8-14 Days,Search,3.0,0.0,13.0,0.0,13.0,0.0
2020-03-02,Portland OR,8-14 Days,Search,6.0,1.0,19.0,1.0,18.0,1.0
2020-03-03,Portland OR,8-14 Days,Search,3.0,1.0,22.0,2.0,20.0,2.0
2020-03-04,Portland OR,8-14 Days,Search,2.0,1.0,24.0,3.0,20.0,3.0
2020-03-05,Portland OR,8-14 Days,Search,1.0,0.0,25.0,3.0,19.0,3.0
2020-03-06,Portland OR,8-14 Days,Search,1.0,1.0,26.0,4.0,17.0,4.0
2020-03-07,Portland OR,8-14 Days,Search,3.0,2.0,29.0,6.0,19.0,6.0
2020-03-08,Portland OR,8-14 Days,Search,3.0,2.0,32.0,8.0,19.0,8.0
2020-03-09,Portland OR,8-14 Days,Search,1.0,1.0,33.0,9.0,14.0,8.0
2020-03-10,Portland OR,8-14 Days,Search,1.0,1.0,34.0,10.0,12.0,8.0
2020-03-11,Portland OR,8-14 Days,Search,3.0,1.0,37.0,11.0,13.0,8.0
2020-03-12,Portland OR,8-14 Days,Search,3.0,1.0,40.0,12.0,15.0,9.0
2020-03-13,Portland OR,8-14 Days,Search,1.0,1.0,41.0,13.0,15.0,9.0
2020-03-16,Portland OR,8-14 Days,Search,2.0,0.0,43.0,13.0,14.0,7.0
2020-03-24,Portland OR,8-14 Days,Search,1.0,0.0,44.0,13.0,12.0,5.0
2020-02-24,Portland OR,15+ Days,Search,20.0,5.0,20.0,5.0,20.0,5.0
2020-02-25,Portland OR,15+ Days,Search,20.0,11.0,40.0,16.0,40.0,16.0
2020-02-26,Portland OR,15+ Days,Search,8.0,5.0,48.0,21.0,48.0,21.0
2020-02-27,Portland OR,15+ Days,Search,11.0,5.0,59.0,26.0,59.0,26.0
2020-02-28,Portland OR,15+ Days,Search,12.0,7.0,71.0,33.0,71.0,33.0
2020-02-29,Portland OR,15+ Days,Search,5.0,2.0,76.0,35.0,76.0,35.0
2020-03-01,Portland OR,15+ Days,Search,10.0,8.0,86.0,43.0,86.0,43.0
2020-03-02,Portland OR,15+ Days,Search,4.0,3.0,90.0,46.0,70.0,41.0
2020-03-03,Portland OR,15+ Days,Search,12.0,6.0,102.0,52.0,62.0,36.0
2020-03-04,Portland OR,15+ Days,Search,8.0,3.0,110.0,55.0,62.0,34.0
2020-03-05,Portland OR,15+ Days,Search,3.0,1.0,113.0,56.0,54.0,30.0
2020-03-06,Portland OR,15+ Days,Search,11.0,7.0,124.0,63.0,53.0,30.0
2020-03-07,Portland OR,15+ Days,Search,6.0,4.0,130.0,67.0,54.0,32.0
2020-03-08,Portland OR,15+ Days,Search,6.0,3.0,136.0,70.0,50.0,27.0
2020-03-09,Portland OR,15+ Days,Search,7.0,4.0,143.0,74.0,53.0,28.0
2020-03-10,Portland OR,15+ Days,Search,9.0,3.0,152.0,77.0,50.0,25.0
2020-03-11,Portland OR,15+ Days,Search,6.0,2.0,158.0,79.0,48.0,24.0
2020-03-12,Portland OR,15+ Days,Search,7.0,4.0,165.0,83.0,52.0,27.0
2020-03-13,Portland OR,15+ Days,Search,5.0,3.0,170.0,86.0,46.0,23.0
2020-03-14,Portland OR,15+ Days,Search,5.0,4.0,175.0,90.0,45.0,23.0
2020-03-15,Portland OR,15+ Days,Search,7.0,3.0,182.0,93.0,46.0,23.0
2020-03-16,Portland OR,15+ Days,Search,4.0,3.0,186.0,96.0,43.0,22.0
2020-03-17,Portland OR,15+ Days,Search,1.0,0.0,187.0,96.0,35.0,19.0
2020-04-09,Portland OR,15+ Days,Search,2.0,0.0,189.0,96.0,31.0,17.0
2020-04-17,Portland OR,15+ Days,Search,1.0,0.0,190.0,96.0,25.0,13.0
2020-02-24,New Orleans LA,0-1 Days,Search,4.0,0.0,4.0,0.0,4.0,0.0
2020-02-25,New Orleans LA,0-1 Days,Search,6.0,0.0,10.0,0.0,10.0,0.0
2020-02-26,New Orleans LA,0-1 Days,Search,10.0,0.0,20.0,0.0,20.0,0.0
2020-02-27,New Orleans LA,0-1 Days,Search,8.0,0.0,28.0,0.0,28.0,0.0
2020-02-28,New Orleans LA,0-1 Days,Search,6.0,0.0,34.0,0.0,34.0,0.0
2020-02-29,New Orleans LA,0-1 Days,Search,4.0,0.0,38.0,0.0,38.0,0.0
2020-03-01,New Orleans LA,0-1 Days,Search,9.0,0.0,47.0,0.0,47.0,0.0
2020-03-02,New Orleans LA,0-1 Days,Search,3.0,0.0,50.0,0.0,46.0,0.0
2020-03-03,New Orleans LA,0-1 Days,Search,7.0,0.0,57.0,0.0,47.0,0.0
2020-03-04,New Orleans LA,0-1 Days,Search,8.0,0.0,65.0,0.0,45.0,0.0
2020-03-05,New Orleans LA,0-1 Days,Search,5.0,0.0,70.0,0.0,42.0,0.0
2020-03-06,New Orleans LA,0-1 Days,Search,7.0,0.0,77.0,0.0,43.0,0.0
2020-03-07,New Orleans LA,0-1 Days,Search,9.0,0.0,86.0,0.0,48.0,0.0
2020-03-08,New Orleans LA,0-1 Days,Search,4.0,0.0,90.0,0.0,43.0,0.0
2020-03-09,New Orleans LA,0-1 Days,Search,13.0,0.0,103.0,0.0,53.0,0.0
2020-03-10,New Orleans LA,0-1 Days,Search,11.0,2.0,114.0,2.0,57.0,2.0
2020-03-11,New Orleans LA,0-1 Days,Search,10.0,0.0,124.0,2.0,59.0,2.0
2020-03-12,New Orleans LA,0-1 Days,Search,6.0,0.0,130.0,2.0,60.0,2.0
2020-03-13,New Orleans LA,0-1 Days,Search,6.0,0.0,136.0,2.0,59.0,2.0
2020-03-14,New Orleans LA,0-1 Days,Search,4.0,0.0,140.0,2.0,54.0,2.0
2020-03-15,New Orleans LA,0-1 Days,Search,12.0,0.0,152.0,2.0,62.0,2.0
2020-03-16,New Orleans LA,0-1 Days,Search,3.0,0.0,155.0,2.0,52.0,2.0
2020-03-17,New Orleans LA,0-1 Days,Search,1.0,0.0,156.0,2.0,42.0,0.0
2020-03-18,New Orleans LA,0-1 Days,Search,1.0,0.0,157.0,2.0,33.0,0.0
2020-03-20,New Orleans LA,0-1 Days,Search,1.0,0.0,158.0,2.0,28.0,0.0
2020-03-21,New Orleans LA,0-1 Days,Search,1.0,0.0,159.0,2.0,23.0,0.0
2020-04-06,New Orleans LA,0-1 Days,Search,1.0,0.0,160.0,2.0,20.0,0.0
2020-04-21,New Orleans LA,0-1 Days,Search,1.0,0.0,161.0,2.0,9.0,0.0
2020-02-24,New Orleans LA,2-3 Days,Search,1.0,0.0,1.0,0.0,1.0,0.0
2020-02-25,New Orleans LA,2-3 Days,Search,3.0,0.0,4.0,0.0,4.0,0.0
2020-02-26,New Orleans LA,2-3 Days,Search,6.0,0.0,10.0,0.0,10.0,0.0
2020-02-27,New Orleans LA,2-3 Days,Search,1.0,0.0,11.0,0.0,11.0,0.0
2020-02-28,New Orleans LA,2-3 Days,Search,2.0,0.0,13.0,0.0,13.0,0.0
2020-02-29,New Orleans LA,2-3 Days,Search,1.0,0.0,14.0,0.0,14.0,0.0
2020-03-02,New Orleans LA,2-3 Days,Search,1.0,0.0,15.0,0.0,15.0,0.0
2020-03-04,New Orleans LA,2-3 Days,Search,5.0,0.0,20.0,0.0,19.0,0.0
2020-03-05,New Orleans LA,2-3 Days,Search,3.0,0.0,23.0,0.0,19.0,0.0
2020-03-06,New Orleans LA,2-3 Days,Search,1.0,0.0,24.0,0.0,14.0,0.0
2020-03-07,New Orleans LA,2-3 Days,Search,2.0,0.0,26.0,0.0,15.0,0.0
2020-03-08,New Orleans LA,2-3 Days,Search,1.0,0.0,27.0,0.0,14.0,0.0
2020-03-09,New Orleans LA,2-3 Days,Search,4.0,0.0,31.0,0.0,17.0,0.0
2020-03-10,New Orleans LA,2-3 Days,Search,2.0,1.0,33.0,1.0,18.0,1.0
2020-03-11,New Orleans LA,2-3 Days,Search,6.0,2.0,39.0,3.0,19.0,3.0
2020-03-12,New Orleans LA,2-3 Days,Search,1.0,1.0,40.0,4.0,17.0,4.0
2020-03-13,New Orleans LA,2-3 Days,Search,5.0,0.0,45.0,4.0,21.0,4.0
2020-03-14,New Orleans LA,2-3 Days,Search,2.0,0.0,47.0,4.0,21.0,4.0
2020-03-15,New Orleans LA,2-3 Days,Search,1.0,0.0,48.0,4.0,21.0,4.0
2020-03-21,New Orleans LA,2-3 Days,Search,1.0,0.0,49.0,4.0,18.0,4.0
2020-03-31,New Orleans LA,2-3 Days,Search,1.0,1.0,50.0,5.0,17.0,4.0
2020-02-24,New Orleans LA,4-7 Days,Search,3.0,1.0,3.0,1.0,3.0,1.0
2020-02-25,New Orleans LA,4-7 Days,Search,1.0,0.0,4.0,1.0,4.0,1.0
2020-02-26,New Orleans LA,4-7 Days,Search,2.0,0.0,6.0,1.0,6.0,1.0
2020-02-27,New Orleans LA,4-7 Days,Search,1.0,0.0,7.0,1.0,7.0,1.0
2020-02-28,New Orleans LA,4-7 Days,Search,2.0,1.0,9.0,2.0,9.0,2.0
2020-02-29,New Orleans LA,4-7 Days,Search,3.0,0.0,12.0,2.0,12.0,2.0
2020-03-02,New Orleans LA,4-7 Days,Search,1.0,0.0,13.0,2.0,13.0,2.0
2020-03-03,New Orleans LA,4-7 Days,Search,2.0,0.0,15.0,2.0,12.0,1.0
2020-03-04,New Orleans LA,4-7 Days,Search,7.0,2.0,22.0,4.0,18.0,3.0
2020-03-06,New Orleans LA,4-7 Days,Search,8.0,2.0,30.0,6.0,24.0,5.0
2020-03-07,New Orleans LA,4-7 Days,Search,1.0,0.0,31.0,6.0,24.0,5.0
2020-03-08,New Orleans LA,4-7 Days,Search,2.0,1.0,33.0,7.0,24.0,5.0
2020-03-09,New Orleans LA,4-7 Days,Search,3.0,2.0,36.0,9.0,24.0,7.0
2020-03-10,New Orleans LA,4-7 Days,Search,4.0,3.0,40.0,12.0,27.0,10.0
2020-02-25,New Orleans LA,8-14 Days,Search,4.0,1.0,4.0,1.0,4.0,1.0
2020-02-26,New Orleans LA,8-14 Days,Search,3.0,1.0,7.0,2.0,7.0,2.0
2020-02-27,New Orleans LA,8-14 Days,Search,5.0,2.0,12.0,4.0,12.0,4.0
2020-02-28,New Orleans LA,8-14 Days,Search,3.0,0.0,15.0,4.0,15.0,4.0
2020-02-29,New Orleans LA,8-14 Days,Search,4.0,0.0,19.0,4.0,19.0,4.0
2020-03-01,New Orleans LA,8-14 Days,Search,3.0,2.0,22.0,6.0,22.0,6.0
2020-03-02,New Orleans LA,8-14 Days,Search,1.0,0.0,23.0,6.0,23.0,6.0
2020-03-03,New Orleans LA,8-14 Days,Search,2.0,1.0,25.0,7.0,21.0,6.0
2020-03-05,New Orleans LA,8-14 Days,Search,2.0,1.0,27.0,8.0,20.0,6.0
2020-03-06,New Orleans LA,8-14 Days,Search,3.0,0.0,30.0,8.0,18.0,4.0
2020-03-08,New Orleans LA,8-14 Days,Search,2.0,2.0,32.0,10.0,17.0,6.0
2020-03-09,New Orleans LA,8-14 Days,Search,2.0,1.0,34.0,11.0,15.0,7.0
2020-03-10,New Orleans LA,8-14 Days,Search,1.0,0.0,35.0,11.0,13.0,5.0
2020-03-11,New Orleans LA,8-14 Days,Search,3.0,1.0,38.0,12.0,15.0,6.0
2020-03-12,New Orleans LA,8-14 Days,Search,1.0,0.0,39.0,12.0,14.0,5.0
2020-03-13,New Orleans LA,8-14 Days,Search,1.0,1.0,40.0,13.0,13.0,5.0
2020-03-14,New Orleans LA,8-14 Days,Search,2.0,2.0,42.0,15.0,12.0,7.0
2020-03-15,New Orleans LA,8-14 Days,Search,1.0,1.0,43.0,16.0,11.0,6.0
2020-03-16,New Orleans LA,8-14 Days,Search,1.0,0.0,44.0,16.0,10.0,5.0
2020-02-24,New Orleans LA,15+ Days,Search,13.0,5.0,13.0,5.0,13.0,5.0
2020-02-25,New Orleans LA,15+ Days,Search,8.0,5.0,21.0,10.0,21.0,10.0
2020-02-26,New Orleans LA,15+ Days,Search,2.0,1.0,23.0,11.0,23.0,11.0
2020-02-27,New Orleans LA,15+ Days,Search,17.0,7.0,40.0,18.0,40.0,18.0
2020-02-28,New Orleans LA,15+ Days,Search,7.0,4.0,47.0,22.0,47.0,22.0
2020-02-29,New Orleans LA,15+ Days,Search,12.0,5.0,59.0,27.0,59.0,27.0
2020-03-01,New Orleans LA,15+ Days,Search,4.0,2.0,63.0,29.0,63.0,29.0
2020-03-02,New Orleans LA,15+ Days,Search,3.0,1.0,66.0,30.0,53.0,25.0
2020-03-03,New Orleans LA,15+ Days,Search,4.0,3.0,70.0,33.0,49.0,23.0
2020-03-04,New Orleans LA,15+ Days,Search,13.0,4.0,83.0,37.0,60.0,26.0
2020-03-05,New Orleans LA,15+ Days,Search,7.0,5.0,90.0,42.0,50.0,24.0
2020-03-06,New Orleans LA,15+ Days,Search,3.0,1.0,93.0,43.0,46.0,21.0
2020-03-07,New Orleans LA,15+ Days,Search,2.0,1.0,95.0,44.0,36.0,17.0
2020-03-08,New Orleans LA,15+ Days,Search,3.0,0.0,98.0,44.0,35.0,15.0
2020-03-09,New Orleans LA,15+ Days,Search,9.0,4.0,107.0,48.0,41.0,18.0
2020-03-10,New Orleans LA,15+ Days,Search,4.0,3.0,111.0,51.0,41.0,18.0
2020-03-11,New Orleans LA,15+ Days,Search,10.0,7.0,121.0,58.0,38.0,21.0
2020-03-13,New Orleans LA,15+ Days,Search,2.0,1.0,123.0,59.0,33.0,17.0
2020-03-14,New Orleans LA,15+ Days,Search,3.0,1.0,126.0,60.0,33.0,17.0
2020-03-15,New Orleans LA,15+ Days,Search,3.0,1.0,129.0,61.0,34.0,17.0
2020-03-17,New Orleans LA,15+ Days,Search,1.0,0.0,130.0,61.0,32.0,17.0
2020-03-18,New Orleans LA,15+ Days,Search,1.0,0.0,131.0,61.0,24.0,13.0
2020-03-19,New Orleans LA,15+ Days,Search,1.0,0.0,132.0,61.0,21.0,10.0
2020-03-22,New Orleans LA,15+ Days,Search,1.0,0.0,133.0,61.0,12.0,3.0
2020-03-28,New Orleans LA,15+ Days,Search,2.0,2.0,135.0,63.0,12.0,4.0
2020-03-30,New Orleans LA,15+ Days,Search,1.0,0.0,136.0,63.0,10.0,3.0
2020-04-01,New Orleans LA,15+ Days,Search,1.0,0.0,137.0,63.0,8.0,2.0
2020-02-24,San Antonio TX,0-1 Days,Search,3.0,0.0,3.0,0.0,3.0,0.0
2020-02-25,San Antonio TX,0-1 Days,Search,3.0,0.0,6.0,0.0,6.0,0.0
2020-02-26,San Antonio TX,0-1 Days,Search,15.0,0.0,21.0,0.0,21.0,0.0
2020-02-27,San Antonio TX,0-1 Days,Search,5.0,0.0,26.0,0.0,26.0,0.0
2020-02-28,San Antonio TX,0-1 Days,Search,13.0,0.0,39.0,0.0,39.0,0.0
2020-02-29,San Antonio TX,0-1 Days,Search,4.0,0.0,43.0,0.0,43.0,0.0
2020-03-01,San Antonio TX,0-1 Days,Search,7.0,0.0,50.0,0.0,50.0,0.0
2020-03-02,San Antonio TX,0-1 Days,Search,8.0,0.0,58.0,0.0,55.0,0.0
2020-03-03,San Antonio TX,0-1 Days,Search,6.0,0.0,64.0,0.0,58.0,0.0
2020-03-04,San Antonio TX,0-1 Days,Search,8.0,1.0,72.0,1.0,51.0,1.0
2020-03-05,San Antonio TX,0-1 Days,Search,7.0,0.0,79.0,1.0,53.0,1.0
2020-03-06,San Antonio TX,0-1 Days,Search,5.0,0.0,84.0,1.0,45.0,1.0
2020-03-07,San Antonio TX,0-1 Days,Search,7.0,0.0,91.0,1.0,48.0,1.0
2020-03-08,San Antonio TX,0-1 Days,Search,6.0,0.0,97.0,1.0,47.0,1.0
2020-03-09,San Antonio TX,0-1 Days,Search,13.0,1.0,110.0,2.0,52.0,2.0
2020-03-10,San Antonio TX,0-1 Days,Search,10.0,2.0,120.0,4.0,56.0,4.0
2020-03-11,San Antonio TX,0-1 Days,Search,11.0,0.0,131.0,4.0,59.0,3.0
2020-03-12,San Antonio TX,0-1 Days,Search,4.0,0.0,135.0,4.0,56.0,3.0
2020-03-13,San Antonio TX,0-1 Days,Search,13.0,2.0,148.0,6.0,64.0,5.0
2020-03-14,San Antonio TX,0-1 Days,Search,3.0,0.0,151.0,6.0,60.0,5.0
2020-03-15,San Antonio TX,0-1 Days,Search,4.0,0.0,155.0,6.0,58.0,5.0
2020-03-16,San Antonio TX,0-1 Days,Search,5.0,0.0,160.0,6.0,50.0,4.0
2020-03-18,San Antonio TX,0-1 Days,Search,2.0,0.0,162.0,6.0,42.0,2.0
2020-03-19,San Antonio TX,0-1 Days,Search,2.0,1.0,164.0,7.0,33.0,3.0
2020-03-20,San Antonio TX,0-1 Days,Search,1.0,0.0,165.0,7.0,30.0,3.0
2020-03-22,San Antonio TX,0-1 Days,Search,2.0,0.0,167.0,7.0,19.0,1.0
2020-04-03,San Antonio TX,0-1 Days,Search,1.0,0.0,168.0,7.0,17.0,1.0
2020-04-10,San Antonio TX,0-1 Days,Search,1.0,0.0,169.0,7.0,14.0,1.0
2020-04-20,San Antonio TX,0-1 Days,Search,1.0,0.0,170.0,7.0,10.0,1.0
2020-04-23,San Antonio TX,0-1 Days,Search,1.0,0.0,171.0,7.0,9.0,1.0
2020-02-24,San Antonio TX,2-3 Days,Search,5.0,0.0,5.0,0.0,5.0,0.0
2020-02-25,San Antonio TX,2-3 Days,Search,1.0,0.0,6.0,0.0,6.0,0.0
2020-02-26,San Antonio TX,2-3 Days,Search,6.0,1.0,12.0,1.0,12.0,1.0
2020-02-27,San Antonio TX,2-3 Days,Search,1.0,0.0,13.0,1.0,13.0,1.0
2020-02-29,San Antonio TX,2-3 Days,Search,1.0,0.0,14.0,1.0,14.0,1.0
2020-03-03,San Antonio TX,2-3 Days,Search,5.0,0.0,19.0,1.0,19.0,1.0
2020-03-04,San Antonio TX,2-3 Days,Search,8.0,3.0,27.0,4.0,27.0,4.0
2020-03-05,San Antonio TX,2-3 Days,Search,4.0,0.0,31.0,4.0,26.0,4.0
2020-03-06,San Antonio TX,2-3 Days,Search,1.0,0.0,32.0,4.0,26.0,4.0
2020-03-08,San Antonio TX,2-3 Days,Search,1.0,0.0,33.0,4.0,21.0,3.0
2020-03-09,San Antonio TX,2-3 Days,Search,4.0,0.0,37.0,4.0,24.0,3.0
2020-03-10,San Antonio TX,2-3 Days,Search,1.0,1.0,38.0,5.0,24.0,4.0
2020-03-11,San Antonio TX,2-3 Days,Search,11.0,3.0,49.0,8.0,30.0,7.0
2020-03-13,San Antonio TX,2-3 Days,Search,1.0,1.0,50.0,9.0,23.0,5.0
2020-03-14,San Antonio TX,2-3 Days,Search,1.0,0.0,51.0,9.0,20.0,5.0
2020-03-15,San Antonio TX,2-3 Days,Search,1.0,0.0,52.0,9.0,20.0,5.0
2020-03-16,San Antonio TX,2-3 Days,Search,1.0,1.0,53.0,10.0,20.0,6.0
2020-02-24,San Antonio TX,4-7 Days,Search,3.0,0.0,3.0,0.0,3.0,0.0
2020-02-25,San Antonio TX,4-7 Days,Search,5.0,0.0,8.0,0.0,8.0,0.0
2020-02-27,San Antonio TX,4-7 Days,Search,1.0,1.0,9.0,1.0,9.0,1.0
2020-02-28,San Antonio TX,4-7 Days,Search,3.0,0.0,12.0,1.0,12.0,1.0
2020-02-29,San Antonio TX,4-7 Days,Search,3.0,1.0,15.0,2.0,15.0,2.0
2020-03-01,San Antonio TX,4-7 Days,Search,2.0,1.0,17.0,3.0,17.0,3.0
2020-03-02,San Antonio TX,4-7 Days,Search,9.0,2.0,26.0,5.0,26.0,5.0
2020-03-03,San Antonio TX,4-7 Days,Search,6.0,1.0,32.0,6.0,29.0,6.0
2020-03-04,San Antonio TX,4-7 Days,Search,5.0,0.0,37.0,6.0,29.0,6.0
